Employee_ID,Age,Gender,Marital_Status,Department,Job_Role,Job_Level,Monthly_Income,Hourly_Rate,Years_at_Company,Years_in_Current_Role,Years_Since_Last_Promotion,Work_life_Balance,job_Satisfaction,Performance_Rating,Training_Hours_Last_Year,Overtime,Project_count,Average_Hours_Worked_Per_Week,Absenteeism,Work_Environment_Satisfaction,Relationship_with_Manager,Job_Involvement,Distance_From_Home,Number_of_Companies_Worked,Attrition,Age Group,Salary_band
6348,38,Female,Single,Finance,Not Specified,5,4450,88,15,3,7,4,5,4,11,No,4,49,15,4,1,3,15,1,Yes,31-40,Low
6349,42,Female,Divorced,Marketing,Assistant,5,11521,73,18,5,0,3,5,2,16,No,5,53,10,2,1,4,31,1,No,41-50,Low
6350,35,Female,Single,Not Specified,Assistant,4,14246,29,26,8,7,2,4,1,58,No,5,54,16,4,1,1,28,4,Yes,31-40,Low
6351,20,Female,Divorced,IT,Assistant,5,13727,45,7,8,6,4,2,1,78,No,7,38,4,2,2,1,41,3,No,20-30,Low
6352,31,Female,Single,Finance,Assistant,2,9625,43,23,13,8,1,1,3,82,No,4,53,14,1,3,1,25,3,No,31-40,Low
6353,43,Male,Divorced,HR,Analyst,4,10699,89,27,9,3,1,4,3,86,Yes,2,49,4,4,1,1,39,4,No,41-50,Low
6354,53,Male,Divorced,Marketing,Analyst,4,12211,87,19,12,4,2,3,3,18,No,4,35,3,4,2,2,45,3,Yes,51+,Low
6355,27,Male,Single,Marketing,Analyst,4,14700,61,14,4,7,3,4,2,53,No,1,54,3,4,1,4,46,4,No,20-30,Low
6356,37,Female,Married,Marketing,Executive,4,35190,71,15,14,2,4,1,3,28,Yes,9,44,7,4,2,4,1,2,No,31-40,Medium
6357,24,Female,Married,Finance,Assistant,5,10970,72,21,5,9,4,4,1,80,Yes,9,49,13,1,1,4,7,3,No,20-30,Low
6358,45,Male,Divorced,IT,Not Specified,4,8281,99,6,4,0,3,1,4,42,No,4,43,16,4,4,1,7,2,No,41-50,Low
6359,49,Male,Divorced,Finance,Executive,2,15721,45,10,7,0,2,2,3,4,No,5,54,10,2,3,1,9,3,Yes,41-50,Low
6360,32,Male,Married,Finance,Executive,2,4827,67,25,12,9,1,2,4,98,Yes,9,34,5,2,4,3,11,2,Yes,31-40,Low
6361,39,Female,Married,Marketing,Manager,1,7111,78,3,9,5,1,5,4,37,Yes,1,54,11,1,2,3,44,3,No,31-40,Low
6362,48,Male,Married,IT,Executive,2,18318,96,13,6,1,2,3,3,10,No,5,30,8,3,3,3,23,1,Yes,41-50,Low
6363,22,Male,Single,Sales,Assistant,1,11811,16,19,11,8,4,4,1,21,No,6,50,18,1,3,2,38,4,No,20-30,Low
6364,39,Male,Married,IT,Executive,2,3688,74,21,11,4,3,3,4,65,Yes,1,46,5,2,2,4,18,1,No,31-40,Low
6365,59,Female,Single,Finance,Assistant,4,13304,98,15,2,8,2,4,4,12,No,5,45,4,1,2,4,49,4,No,51+,Low
6366,31,Male,Married,HR,Not Specified,3,15862,62,3,7,7,4,2,1,25,Yes,4,30,16,3,1,1,16,1,No,31-40,Low
6367,21,Female,Single,IT,Analyst,4,9216,62,22,3,7,3,3,3,36,No,6,50,12,4,1,4,46,1,No,20-30,Low
6368,30,Female,Married,Marketing,Not Specified,5,35190,75,3,8,4,4,2,1,50,Yes,2,40,12,3,1,4,5,1,No,20-30,Medium
6369,47,Female,Married,HR,Executive,1,5660,18,17,3,1,2,1,1,32,Yes,3,55,12,4,4,1,46,1,No,41-50,Low
6370,37,Female,Divorced,Sales,Assistant,3,35190,40,23,9,5,2,4,3,55,Yes,6,30,4,3,2,4,25,4,No,31-40,Medium
6371,33,Female,Married,Sales,Executive,2,13490,98,7,14,4,2,3,3,85,No,7,54,13,1,2,4,5,4,Yes,31-40,Low
6372,56,Female,Divorced,HR,Analyst,4,8662,36,2,1,2,4,5,4,60,No,8,39,18,2,2,4,30,4,No,51+,Low
6373,42,Male,Married,Sales,Assistant,1,3954,57,5,6,9,2,3,4,6,Yes,9,42,16,1,3,1,43,1,No,41-50,Low
6374,31,Male,Married,HR,Not Specified,1,35190,34,9,11,8,2,3,2,27,Yes,4,59,18,3,2,2,25,3,No,31-40,Medium
6375,21,Female,Divorced,Not Specified,Assistant,2,17105,62,29,10,6,2,3,2,4,Yes,9,38,13,4,4,4,25,1,No,20-30,Low
6376,56,Female,Divorced,HR,Analyst,1,10412,75,3,7,8,3,5,4,57,No,3,30,12,4,4,3,19,2,No,51+,Low
6377,26,Female,Single,Finance,Analyst,2,15562,37,8,3,9,2,3,1,32,Yes,6,52,8,2,4,2,32,2,No,20-30,Low
6378,45,Female,Divorced,Marketing,Analyst,2,15826,75,15,6,3,1,4,2,65,Yes,9,39,3,3,3,2,12,2,No,41-50,Low
6379,45,Male,Single,Marketing,Assistant,4,12465,94,15,11,2,1,3,1,68,Yes,2,35,15,3,1,1,7,4,No,41-50,Low
6380,43,Male,Married,Sales,Not Specified,1,9886,77,18,13,1,2,2,1,86,Yes,3,31,11,1,3,2,36,3,No,41-50,Low
6381,31,Female,Divorced,HR,Executive,5,3012,33,15,14,4,1,3,3,86,Yes,3,35,16,4,1,3,6,4,No,31-40,Low
6382,35,Female,Divorced,Finance,Analyst,5,7705,89,29,10,0,4,3,2,36,No,5,59,2,2,4,1,44,3,No,31-40,Low
6383,42,Female,Married,Marketing,Executive,4,3697,90,25,14,5,4,5,1,98,No,4,30,6,4,1,1,17,1,No,41-50,Low
6384,59,Female,Married,Marketing,Assistant,4,5066,27,11,3,1,3,1,2,67,Yes,2,53,5,4,4,1,14,4,No,51+,Low
6385,28,Male,Married,Marketing,Manager,2,13578,16,5,9,8,4,5,2,5,Yes,7,43,7,3,4,1,2,1,No,20-30,Low
6386,51,Female,Married,Not Specified,Analyst,5,9914,65,25,6,4,2,5,1,43,No,9,50,11,1,2,1,12,3,No,51+,Low
6387,34,Female,Divorced,Marketing,Executive,1,7674,89,17,11,1,4,3,2,69,No,5,36,10,3,3,3,11,3,No,31-40,Low
6388,56,Male,Married,IT,Not Specified,5,5073,15,24,8,3,3,1,3,91,No,4,39,5,3,1,2,48,3,No,51+,Low
6389,32,Female,Married,Not Specified,Executive,4,6813,55,19,4,5,1,5,2,76,Yes,4,39,13,1,2,1,33,2,No,31-40,Low
6390,24,Male,Divorced,HR,Executive,4,4050,24,4,8,3,2,2,3,70,Yes,1,47,13,2,4,1,2,1,No,20-30,Low
6391,30,Female,Single,IT,Manager,2,5152,17,28,5,4,3,1,4,37,No,9,36,9,1,3,4,24,4,No,20-30,Low
6392,29,Female,Divorced,Sales,Assistant,1,10689,22,22,8,3,4,5,1,95,No,9,38,14,1,2,4,16,3,No,20-30,Low
6393,32,Male,Single,Sales,Analyst,4,14023,94,11,13,3,2,3,4,62,No,1,35,0,4,4,1,3,4,No,31-40,Low
6394,34,Female,Married,Finance,Not Specified,1,18638,50,26,13,2,2,2,4,85,Yes,4,33,6,2,4,4,40,2,No,31-40,Low
6395,26,Male,Divorced,Not Specified,Executive,5,16323,54,12,2,8,1,1,2,98,Yes,6,47,10,1,4,4,40,1,No,20-30,Low
6396,59,Male,Married,Not Specified,Assistant,2,14340,53,5,14,2,2,2,4,39,No,1,55,10,4,3,2,45,4,Yes,51+,Low
6397,47,Male,Divorced,IT,Manager,5,6089,98,10,13,3,4,3,1,53,No,5,38,8,2,4,3,9,1,No,41-50,Low
6398,51,Female,Single,Marketing,Assistant,4,3173,61,10,3,7,4,5,1,18,No,3,30,7,2,1,2,5,1,No,51+,Low
6399,54,Female,Divorced,Marketing,Executive,4,12616,74,19,10,4,4,3,1,23,Yes,3,35,3,2,4,2,43,3,Yes,51+,Low
6400,34,Male,Married,Not Specified,Executive,1,10254,22,15,4,6,3,4,1,96,No,1,42,16,3,4,4,25,1,No,31-40,Low
6401,56,Female,Divorced,HR,Manager,4,10510,88,5,1,5,1,3,4,0,No,2,56,0,2,2,4,16,3,Yes,51+,Low
6402,40,Female,Married,HR,Analyst,1,19832,51,25,5,0,2,5,4,52,No,8,59,2,4,1,1,25,3,No,31-40,Low
6403,25,Female,Divorced,Marketing,Manager,3,17389,77,4,3,1,4,4,3,83,No,8,50,3,1,1,3,25,1,No,20-30,Low
6404,21,Male,Single,Finance,Analyst,4,8835,41,24,7,9,1,1,2,6,Yes,6,56,10,3,3,4,19,4,No,20-30,Low
6405,23,Female,Divorced,Not Specified,Executive,5,14961,17,4,2,4,2,4,1,46,Yes,1,33,12,2,1,4,46,2,Yes,20-30,Low
6406,30,Female,Divorced,Sales,Assistant,5,19816,53,26,14,9,4,1,4,42,No,1,37,18,4,3,4,18,1,No,20-30,Low
6407,45,Male,Divorced,Not Specified,Executive,1,7945,20,2,14,2,2,1,4,1,No,9,45,3,3,1,2,27,4,No,41-50,Low
6408,57,Female,Divorced,Finance,Manager,3,4859,95,3,11,7,4,3,4,37,No,4,38,5,1,2,3,9,1,No,51+,Low
6409,42,Female,Single,Sales,Manager,4,6919,24,29,14,7,4,2,3,31,No,7,57,2,4,4,1,38,3,No,41-50,Low
6410,39,Female,Married,Sales,Assistant,2,13866,99,4,13,1,2,2,2,68,Yes,5,42,13,1,4,2,21,2,No,31-40,Low
6411,40,Female,Divorced,Marketing,Manager,2,9390,43,8,1,5,4,1,2,39,Yes,7,43,0,3,2,3,25,1,Yes,31-40,Low
6412,46,Male,Divorced,IT,Executive,5,3548,43,15,2,6,3,5,1,40,Yes,6,38,6,1,1,4,48,3,No,41-50,Low
6413,58,Female,Divorced,Not Specified,Assistant,4,35190,34,28,3,6,3,2,2,1,Yes,6,33,15,4,2,3,30,3,No,51+,Medium
6414,59,Male,Single,Marketing,Analyst,2,14952,93,15,10,2,2,2,4,42,No,4,57,5,2,3,4,8,3,No,51+,Low
6415,32,Female,Married,IT,Manager,1,6170,80,22,5,8,4,5,1,2,Yes,5,45,8,3,4,2,28,3,No,31-40,Low
6416,42,Male,Married,Marketing,Analyst,4,12839,26,9,6,6,2,3,4,77,No,4,41,11,2,3,4,17,2,Yes,41-50,Low
6417,35,Male,Divorced,Marketing,Assistant,5,5621,27,12,8,0,1,1,3,85,Yes,7,44,19,4,1,3,37,3,No,31-40,Low
6418,49,Male,Married,Sales,Manager,3,6401,53,10,13,8,1,4,2,70,No,2,49,14,3,3,1,21,2,Yes,41-50,Low
6419,23,Female,Married,Marketing,Assistant,1,9466,53,6,4,5,1,4,1,96,Yes,10,51,2,1,2,4,18,3,No,20-30,Low
6420,59,Female,Divorced,IT,Manager,1,18293,59,5,4,5,4,1,3,35,Yes,5,46,17,4,3,3,10,3,No,51+,Low
6421,35,Female,Divorced,Sales,Manager,4,9172,99,24,13,6,2,3,1,14,Yes,3,39,12,2,2,2,6,1,No,31-40,Low
6422,50,Male,Divorced,IT,Manager,3,35190,55,15,2,1,1,4,2,81,No,5,47,19,2,4,2,44,1,No,41-50,Medium
6423,44,Female,Single,IT,Assistant,1,3542,94,20,3,1,4,2,3,96,No,9,40,10,1,1,4,37,2,No,41-50,Low
6424,31,Female,Single,Sales,Assistant,3,12531,57,29,3,3,4,3,4,71,No,2,53,2,4,4,4,23,3,No,31-40,Low
6425,45,Female,Married,Not Specified,Executive,5,14776,76,3,2,1,1,5,1,14,Yes,8,34,3,1,1,3,18,3,No,41-50,Low
6426,56,Female,Single,HR,Executive,1,35190,17,26,1,6,3,1,3,94,No,1,58,14,3,2,3,45,1,No,51+,Medium
6427,52,Male,Single,Not Specified,Not Specified,2,13937,23,3,2,9,3,4,3,27,No,7,55,17,3,4,2,14,2,Yes,51+,Low
6428,47,Female,Married,Sales,Assistant,5,4760,58,15,5,8,3,1,3,51,Yes,7,54,5,3,4,1,32,2,No,41-50,Low
6429,39,Female,Single,Sales,Not Specified,5,13421,48,13,8,1,3,3,2,69,Yes,7,34,7,1,2,2,20,2,No,31-40,Low
6430,32,Male,Married,HR,Executive,1,17465,33,28,5,0,2,4,2,43,No,7,56,5,1,2,2,37,4,No,31-40,Low
6431,24,Male,Divorced,Not Specified,Executive,2,35190,32,24,12,0,2,1,2,35,Yes,3,40,2,4,4,1,5,1,No,20-30,Medium
6432,47,Male,Married,HR,Assistant,3,0,60,12,3,1,1,3,2,47,No,3,37,4,2,4,2,25,1,No,41-50,Low
6433,54,Male,Married,HR,Executive,2,9310,55,14,7,2,4,2,2,8,Yes,2,42,9,3,3,3,35,2,Yes,51+,Low
6434,24,Male,Married,Not Specified,Assistant,5,7480,63,12,4,0,3,5,3,54,Yes,9,51,15,4,1,2,22,1,No,20-30,Low
6435,53,Female,Divorced,Sales,Executive,1,16866,66,15,7,7,4,3,3,38,No,3,30,11,4,4,1,8,4,No,51+,Low
6436,53,Male,Divorced,IT,Analyst,2,10259,88,21,8,5,4,3,4,54,No,6,37,1,2,2,3,35,4,No,51+,Low
6437,32,Female,Divorced,Sales,Analyst,2,6536,57,28,3,2,2,5,2,67,No,4,36,17,1,4,3,11,4,No,31-40,Low
6438,58,Female,Married,Sales,Not Specified,5,19142,24,22,10,8,4,2,1,57,No,3,30,10,2,4,4,1,3,No,51+,Low
6439,33,Female,Married,Sales,Not Specified,3,19941,99,29,1,3,4,1,4,38,Yes,5,54,2,3,2,3,32,3,No,31-40,Low
6440,30,Male,Married,HR,Analyst,2,16830,52,25,8,8,3,1,4,56,Yes,5,47,17,3,2,4,26,3,No,20-30,Low
6441,57,Male,Married,HR,Manager,2,16993,52,13,6,4,1,2,1,80,No,1,34,0,3,4,4,32,2,No,51+,Low
6442,23,Male,Married,Finance,Assistant,4,10430,61,3,3,8,2,3,4,80,No,7,46,1,4,3,3,32,4,Yes,20-30,Low
6443,39,Male,Married,Sales,Analyst,5,12559,21,15,9,7,3,5,4,18,No,8,53,1,2,2,4,34,4,Yes,31-40,Low
6444,26,Female,Married,Marketing,Manager,4,4810,26,15,1,1,1,3,4,15,Yes,7,41,4,1,4,4,37,1,No,20-30,Low
6445,27,Female,Single,Finance,Analyst,5,17169,66,28,8,4,3,3,2,84,No,1,43,6,3,1,3,13,1,No,20-30,Low
6446,56,Female,Divorced,HR,Not Specified,5,17351,47,18,9,0,1,3,2,95,Yes,6,57,17,1,1,4,15,2,Yes,51+,Low
6447,29,Male,Single,Sales,Manager,4,15349,38,6,10,0,3,1,3,26,No,2,32,14,3,4,4,38,3,Yes,20-30,Low
6448,34,Female,Married,HR,Manager,3,19624,62,15,1,2,3,1,3,20,Yes,2,57,6,4,1,2,25,2,No,31-40,Low
6449,57,Female,Married,IT,Executive,3,16636,45,29,9,0,1,2,2,76,No,8,48,13,4,3,4,16,4,No,51+,Low
6450,34,Female,Single,HR,Analyst,5,35190,96,25,5,5,3,4,2,16,No,4,39,19,3,1,3,36,4,Yes,31-40,Medium
6451,24,Male,Married,HR,Manager,4,35190,37,12,5,5,1,5,4,21,Yes,3,31,0,4,2,4,2,4,No,20-30,Medium
6452,48,Female,Single,Finance,Executive,2,16960,85,2,11,4,2,3,1,36,No,1,51,10,1,2,1,15,4,No,41-50,Low
6453,38,Female,Single,IT,Manager,5,5574,86,5,5,8,2,2,4,19,No,9,51,18,4,2,2,43,2,No,31-40,Low
6454,29,Male,Married,Marketing,Executive,5,9947,29,26,11,3,1,4,1,63,Yes,8,57,7,2,1,1,4,2,Yes,20-30,Low
6455,31,Female,Single,Marketing,Executive,1,9901,52,17,1,2,3,1,3,48,No,8,34,13,3,3,4,13,2,No,31-40,Low
6456,24,Male,Single,Marketing,Manager,3,3334,42,13,5,2,2,3,1,20,Yes,8,30,5,2,1,4,39,2,No,20-30,Low
6457,50,Female,Divorced,Sales,Manager,4,16186,35,28,12,0,1,5,3,44,Yes,5,46,3,2,2,3,16,4,No,41-50,Low
6458,37,Male,Married,Marketing,Analyst,2,16864,41,13,14,3,2,3,4,10,Yes,5,50,3,3,4,1,42,1,No,31-40,Low
6459,35,Male,Married,Sales,Analyst,2,35190,61,4,14,6,4,3,1,17,No,8,56,8,3,4,1,49,2,No,31-40,Medium
6460,59,Male,Single,HR,Executive,5,4730,70,17,10,7,1,5,2,3,Yes,6,32,0,4,2,2,9,3,No,51+,Low
6461,55,Female,Married,Marketing,Manager,2,8255,28,9,13,5,1,2,4,99,No,8,53,0,4,1,3,35,2,No,51+,Low
6462,44,Female,Divorced,Finance,Analyst,2,6853,35,15,10,6,4,5,1,39,Yes,2,56,3,2,4,3,48,4,No,41-50,Low
6463,42,Male,Married,IT,Executive,5,3802,28,20,6,4,3,5,3,49,No,2,54,9,2,2,2,26,4,No,41-50,Low
6464,31,Male,Married,IT,Analyst,3,3911,84,15,5,7,2,1,4,58,No,6,52,14,2,1,4,27,2,No,31-40,Low
6465,53,Male,Married,HR,Executive,1,18115,90,25,6,9,1,2,1,1,Yes,4,53,4,4,3,1,39,3,Yes,51+,Low
6466,55,Male,Divorced,IT,Analyst,3,10021,42,21,13,2,3,2,3,68,No,2,49,8,2,3,4,25,4,No,51+,Low
6467,56,Male,Married,IT,Manager,3,11527,51,3,12,7,3,4,3,50,No,7,58,2,1,1,3,10,2,Yes,51+,Low
6468,22,Male,Single,HR,Assistant,1,17147,81,11,9,9,1,4,3,97,No,3,52,4,3,2,2,21,1,No,20-30,Low
6469,28,Male,Married,HR,Not Specified,5,15706,47,12,7,6,2,1,3,99,No,9,31,3,4,1,3,27,4,No,20-30,Low
6470,38,Male,Single,HR,Executive,3,15072,26,10,11,8,2,1,2,70,No,6,31,6,1,4,3,16,3,Yes,31-40,Low
6471,54,Male,Divorced,Finance,Not Specified,4,7332,26,28,13,5,2,4,1,94,Yes,9,30,2,3,1,2,31,1,No,51+,Low
6472,53,Male,Married,HR,Assistant,4,17140,89,23,5,9,3,4,4,93,No,3,52,14,1,4,2,25,1,Yes,51+,Low
6473,39,Male,Divorced,HR,Executive,1,6659,65,11,10,9,1,2,1,76,No,8,54,13,4,1,3,13,3,Yes,31-40,Low
6474,23,Male,Married,HR,Not Specified,4,15793,49,17,9,1,1,4,1,96,Yes,8,59,1,4,2,1,42,3,No,20-30,Low
6475,48,Female,Single,Marketing,Analyst,5,16268,26,25,5,4,2,5,2,92,No,9,30,6,3,1,3,36,2,No,41-50,Low
6476,34,Male,Married,Not Specified,Analyst,2,3398,33,7,5,8,2,3,1,74,No,4,45,14,4,2,4,30,3,No,31-40,Low
6477,47,Female,Divorced,Finance,Analyst,5,13850,73,15,11,6,2,5,2,75,No,5,42,11,4,2,2,6,2,No,41-50,Low
6478,35,Female,Single,Finance,Not Specified,1,14586,27,15,6,2,1,4,3,28,Yes,7,59,5,3,2,2,39,1,No,31-40,Low
6479,31,Female,Married,IT,Analyst,2,18290,33,20,8,1,1,3,4,54,No,9,50,14,2,2,4,33,2,No,31-40,Low
6480,24,Male,Divorced,Not Specified,Assistant,4,18993,50,15,1,7,3,1,4,90,No,8,58,7,1,4,1,6,4,No,20-30,Low
6481,53,Female,Divorced,Finance,Assistant,3,3015,18,7,9,7,2,4,4,26,No,7,50,8,4,3,3,5,3,No,51+,Low
6482,20,Male,Married,Finance,Analyst,4,7374,27,4,8,0,3,4,3,12,Yes,3,44,10,4,3,4,42,4,No,20-30,Low
6483,39,Female,Divorced,IT,Manager,5,9513,98,23,14,1,3,1,2,19,Yes,3,50,5,1,1,4,29,3,No,31-40,Low
6484,51,Male,Single,HR,Analyst,5,16250,20,15,7,4,2,4,2,67,Yes,4,48,15,4,4,3,18,2,No,51+,Low
6485,45,Male,Married,Sales,Manager,1,35190,58,20,5,4,4,3,2,74,No,1,31,16,1,1,1,46,2,No,41-50,Medium
6486,36,Female,Single,IT,Manager,3,17467,90,28,1,6,1,1,2,16,No,7,33,14,1,2,3,14,3,Yes,31-40,Low
6487,46,Female,Divorced,Sales,Analyst,3,12571,94,3,7,4,4,1,1,39,Yes,9,40,11,4,2,4,10,3,No,41-50,Low
6488,43,Male,Divorced,IT,Manager,2,35190,95,29,9,8,1,2,1,54,No,5,39,0,4,1,2,42,4,No,41-50,Medium
6489,54,Female,Divorced,IT,Assistant,2,4307,22,20,3,0,2,4,3,13,No,6,47,13,2,2,4,16,4,No,51+,Low
6490,58,Male,Single,HR,Analyst,5,12850,47,28,12,4,1,2,3,13,Yes,5,40,3,3,1,2,47,4,No,51+,Low
6491,45,Male,Divorced,Finance,Not Specified,1,7532,66,10,8,2,2,3,2,92,No,6,36,13,2,1,3,43,2,No,41-50,Low
6492,57,Male,Married,Marketing,Manager,5,10106,90,29,14,9,2,3,4,90,No,1,59,4,4,3,1,8,3,Yes,51+,Low
6493,42,Female,Married,IT,Executive,3,8913,97,3,14,5,2,1,1,87,Yes,6,57,11,4,1,4,8,4,No,41-50,Low
6494,41,Male,Divorced,HR,Analyst,3,7774,27,26,3,0,1,2,2,99,Yes,8,42,12,1,2,4,19,1,Yes,41-50,Low
6495,23,Male,Married,Sales,Executive,5,15812,24,26,12,1,2,4,2,2,Yes,5,58,19,1,1,3,48,4,Yes,20-30,Low
6496,28,Male,Single,Finance,Executive,3,9214,48,15,3,8,3,3,3,4,No,1,32,7,4,3,3,39,4,No,20-30,Low
6497,39,Male,Married,IT,Executive,2,3053,41,20,7,8,4,2,1,52,Yes,5,47,11,4,3,3,38,4,No,31-40,Low
6498,26,Female,Divorced,Sales,Executive,3,6642,72,19,6,1,3,1,3,76,Yes,2,32,10,1,2,4,23,2,No,20-30,Low
6499,42,Female,Married,IT,Assistant,2,19463,81,21,14,3,1,5,2,53,Yes,1,30,12,1,2,3,42,2,Yes,41-50,Low
6500,21,Female,Married,Marketing,Analyst,4,18049,58,10,5,9,2,1,3,4,No,5,59,14,4,2,3,23,4,No,20-30,Low
6501,43,Female,Divorced,Marketing,Assistant,1,19669,83,10,11,2,3,1,3,97,Yes,8,45,5,1,4,3,29,1,No,41-50,Low
6502,39,Male,Single,Finance,Manager,1,12768,19,11,7,7,4,2,3,70,No,4,55,7,2,4,3,11,1,Yes,31-40,Low
6503,50,Male,Divorced,Sales,Analyst,3,10966,51,1,9,0,1,5,4,8,No,5,36,14,2,2,2,6,1,No,41-50,Low
6504,50,Male,Married,Marketing,Analyst,1,19611,85,20,1,8,1,4,1,33,No,9,40,13,4,4,2,49,1,No,41-50,Low
6505,59,Male,Married,HR,Assistant,4,12712,70,15,10,3,3,1,3,59,No,9,34,8,3,2,2,34,2,No,51+,Low
6506,53,Male,Divorced,Not Specified,Manager,3,4984,65,23,13,7,2,1,2,27,No,4,52,18,3,2,4,30,1,No,51+,Low
6507,43,Male,Single,IT,Executive,2,12942,70,4,1,7,3,5,1,57,No,6,32,15,3,1,4,43,3,No,41-50,Low
6508,45,Female,Single,Sales,Manager,4,35190,56,24,5,5,2,4,2,65,No,2,56,8,2,2,2,25,1,No,41-50,Medium
6509,35,Male,Divorced,Sales,Assistant,4,5345,27,15,8,9,2,1,1,27,Yes,3,31,13,4,4,3,4,1,Yes,31-40,Low
6510,32,Female,Married,HR,Assistant,1,9600,48,21,7,8,3,1,1,44,No,1,46,2,4,4,4,18,1,No,31-40,Low
6511,34,Female,Single,Marketing,Assistant,2,4460,48,15,7,7,2,2,1,3,No,1,59,10,1,4,4,38,2,No,31-40,Low
6512,46,Female,Married,Sales,Executive,5,10513,67,4,3,2,2,2,3,87,No,6,51,2,2,1,3,40,1,Yes,41-50,Low
6513,23,Male,Married,HR,Analyst,4,4208,17,8,9,5,3,3,4,65,No,6,40,9,1,1,2,45,2,No,20-30,Low
6514,35,Male,Single,HR,Manager,1,35190,88,17,5,1,4,2,1,61,No,5,46,2,4,3,1,38,3,No,31-40,Medium
6515,49,Male,Single,IT,Manager,4,5508,51,2,11,0,4,4,4,61,No,1,44,16,2,3,3,29,4,Yes,41-50,Low
6516,49,Female,Divorced,HR,Executive,2,4667,66,21,14,4,1,3,3,37,No,2,51,0,1,1,1,38,4,No,41-50,Low
6517,39,Male,Married,Finance,Assistant,2,17962,20,26,12,6,3,3,2,58,No,9,48,8,4,1,3,9,4,No,31-40,Low
6518,39,Male,Single,Sales,Manager,3,12688,35,7,10,5,2,3,4,32,Yes,7,48,1,4,2,2,27,2,No,31-40,Low
6519,41,Female,Divorced,Finance,Analyst,5,16580,59,25,3,3,3,2,4,52,No,8,35,15,2,2,1,17,4,No,41-50,Low
6520,41,Male,Single,HR,Manager,5,35190,19,3,6,3,3,2,1,23,Yes,8,38,3,3,2,1,11,2,No,41-50,Medium
6521,31,Female,Married,Not Specified,Assistant,1,13112,17,21,8,8,1,2,4,96,No,1,55,1,2,2,4,33,4,No,31-40,Low
6522,40,Male,Single,Finance,Manager,5,15674,34,11,8,2,1,1,1,97,No,4,58,12,4,3,1,8,2,No,31-40,Low
6523,23,Female,Married,IT,Assistant,2,9677,90,18,4,1,2,3,4,80,Yes,3,34,15,2,2,4,12,2,No,20-30,Low
6524,50,Male,Single,HR,Analyst,5,13132,75,6,13,5,1,3,4,45,Yes,8,38,10,1,2,4,3,1,No,41-50,Low
6525,50,Male,Single,Not Specified,Not Specified,1,7309,49,22,4,0,2,1,1,83,Yes,3,34,19,2,4,1,44,3,Yes,41-50,Low
6526,42,Female,Divorced,Finance,Assistant,4,3365,46,15,9,1,2,5,1,83,No,8,48,3,3,3,4,11,2,No,41-50,Low
6527,39,Male,Single,Not Specified,Assistant,5,8911,33,14,14,3,2,3,4,86,Yes,6,51,2,3,4,1,10,1,No,31-40,Low
6528,34,Male,Married,IT,Manager,5,5221,29,13,14,8,3,2,2,43,Yes,3,36,14,3,1,4,23,2,No,31-40,Low
6529,43,Female,Divorced,Not Specified,Executive,2,19656,88,2,13,3,4,1,3,62,No,1,58,0,3,2,3,15,4,No,41-50,Low
6530,47,Male,Married,Not Specified,Assistant,2,17084,71,16,10,9,4,3,2,68,Yes,8,37,7,2,3,2,25,1,No,41-50,Low
6531,35,Female,Married,Sales,Manager,4,6621,40,24,2,2,1,2,3,93,Yes,8,37,13,4,4,4,26,1,Yes,31-40,Low
6532,56,Male,Divorced,Not Specified,Analyst,3,6642,84,8,13,0,2,1,3,20,No,9,51,3,2,4,2,34,2,No,51+,Low
6533,40,Female,Married,Sales,Executive,5,18541,16,15,9,7,3,3,1,37,No,7,50,5,2,3,1,17,1,Yes,31-40,Low
6534,34,Male,Single,Sales,Manager,2,19985,63,13,13,3,4,3,2,16,No,8,56,13,4,4,3,49,3,No,31-40,Low
6535,36,Male,Divorced,IT,Executive,3,11803,62,1,13,1,4,1,3,78,No,1,39,3,1,2,1,7,3,No,31-40,Low
6536,56,Female,Single,HR,Assistant,5,3326,46,2,14,6,3,1,4,18,Yes,1,33,13,2,1,4,26,3,No,51+,Low
6537,32,Male,Single,IT,Not Specified,5,5927,17,4,8,0,3,3,4,26,No,7,40,10,3,3,2,42,1,No,31-40,Low
6538,38,Female,Married,Marketing,Analyst,3,16527,97,13,13,2,3,4,4,60,No,7,40,0,2,4,4,27,2,No,31-40,Low
6539,49,Female,Married,Not Specified,Analyst,2,4964,34,12,3,9,1,2,3,17,No,3,42,15,2,3,4,15,4,No,41-50,Low
6540,37,Female,Single,HR,Manager,4,7459,51,12,2,4,4,3,1,86,Yes,6,49,11,1,3,2,25,2,No,31-40,Low
6541,33,Male,Divorced,IT,Manager,5,5081,34,1,2,6,1,1,4,51,No,6,41,13,3,1,1,35,2,No,31-40,Low
6542,55,Male,Single,IT,Executive,1,15692,74,6,1,2,2,3,2,43,No,6,55,4,2,3,4,24,1,Yes,51+,Low
6543,55,Male,Single,IT,Manager,1,9281,73,11,10,3,4,1,4,8,Yes,4,37,5,4,1,1,21,1,No,51+,Low
6544,39,Female,Married,Finance,Executive,1,5075,95,16,9,4,1,2,1,82,No,9,43,16,3,2,2,18,3,No,31-40,Low
6545,38,Female,Married,Finance,Assistant,4,7028,56,2,14,9,3,1,4,38,No,4,42,12,1,4,3,38,2,No,31-40,Low
